Inning,Over.Ball,Over,Ball,Bowler,Batter,Runs,Outcome,Is Four,Is Six,Is Wicket,Is Extra,Extra Type,Commentary
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),4.5,4,5,Usman Tariq,Glenn Phillips,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the off stump,  Glenn Phillips hangs in the crease and slash defensive shot towards point,  but the fielder reacts promptly and blocks it right away."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),4.4,4,4,Usman Tariq,Glenn Phillips,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the stumps,  Glenn Phillips hangs in the crease,  tucks punch toward the fielder at point,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),4.3,4,3,Usman Tariq,Shai Hope,1,1 run,No,No,No,No,,"An accurately pitched off break ball on the stumps,  Shai Hope hangs in the crease to make a confident push,  sending the ball towards mid on for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),4.2,4,2,Usman Tariq,Glenn Phillips,0,1 bye,No,No,No,Yes,bye,"Bye !! arm ball,  full length,  on the stumps,  Glenn Phillips hangs in the crease,  aims to play sweep,  but the ball evades the batter and keeper. They are quick to steal 1 runs off bye."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),4.1,4,1,Usman Tariq,Glenn Phillips,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the off stump,  Glenn Phillips goes forward and dabs defensive shot,  but the fielder reacts promptly and blocks it right away."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),3.6,3,6,Akeal Hosein,Shai Hope,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the stumps,  Shai Hope hangs in the crease,  tucks defensive shot toward the fielder at short mid wicket,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),3.5,3,5,Akeal Hosein,Shai Hope,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the stumps,  Shai Hope hangs in the crease,  tucks drive toward the fielder at short cover,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),3.3,3,3,Akeal Hosein,Mavendra Dindyal,0,no run,No,No,Yes,No,,"Akeal Hosein lands it on a good length on the stumps, and the batter defends it away without any alarms."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),3.2,3,2,Akeal Hosein,Mavendra Dindyal,6,Six,No,Yes,No,No,,Akeal Hosein pitches it full on the stumps. Mavendra Dindyal clears the ropes for six.
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),3.1,3,1,Akeal Hosein,Glenn Phillips,1,1 run,No,No,No,No,,"An accurately pitched arm ball on the stumps,  Glenn Phillips hangs in the crease to make a confident flick shot,  sending the ball towards square leg for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),2.6,2,6,Sunil Narine,Mavendra Dindyal,4,Four,Yes,No,No,No,,"Four !! off break ball,  good length,  on the stumps. Mavendra Dindyal hangs in the crease,  hits cut in the gap towards deep point,  and ball finds the ropes in a flash for four."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),2.5,2,5,Sunil Narine,Mavendra Dindyal,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the stumps,  Mavendra Dindyal hangs in the crease,  tucks defensive shot toward the fielder at short cover,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),2.4,2,4,Sunil Narine,Glenn Phillips,1,1 run,No,No,No,No,,"An accurately pitched top spinner on the stumps,  Glenn Phillips hangs in the crease to make a confident flick shot,  sending the ball towards short cover for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),2.3,2,3,Sunil Narine,Mavendra Dindyal,1,1 run,No,No,No,No,,"Mavendra Dindyal hangs in the crease to take off break ball of full length aimed on the stumps,  executing a confident punch that sent the ball sailing towards deep cover for 1 run."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),2.2,2,2,Sunil Narine,Mavendra Dindyal,0,no run,No,No,No,No,,"Dot ball !! arm ball,  full length,  on the stumps,  Mavendra Dindyal hangs in the crease,  tucks defensive shot toward the fielder at mid off,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),2.1,2,1,Sunil Narine,Mavendra Dindyal,0,no run,No,No,No,No,,"Dot ball !! off break ball,  full length,  on the stumps,  hangs in the crease,  plays defensive shot to the short mid wicket."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),1.6,1,6,Akeal Hosein,Mavendra Dindyal,0,1 leg bye,No,No,No,Yes,leg_bye,"Leg Bye !! off break ball,  full length,  on the stumps,  Mavendra Dindyal hangs in the crease,  aims to play defensive shot,  but ball direclty brushes against the body. Batter snatch 1 runs off leg bye."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),1.5,1,5,Akeal Hosein,Mavendra Dindyal,0,no run,No,No,No,No,,"Dot ball !! arm ball,  full length,  on the stumps,  Mavendra Dindyal hangs in the crease,  dabs sloge sweep with soft hands toward slip,  but the fielder is quick to react,  thwarts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),1.4,1,4,Akeal Hosein,Mavendra Dindyal,2,2 runs,No,No,Yes,No,,"An accurately pitched off break ball on the stumps,  Mavendra Dindyal goes forward to make a confident inside out shot,  sending the ball towards deep cover for 2 runs."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),1.3,1,3,Akeal Hosein,Mavendra Dindyal,0,no run,No,No,No,No,,"Dot ball !! arm ball,  full length,  on the off stump,  Mavendra Dindyal hangs in the crease,  tucks defensive shot toward the fielder at short cover,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),1.2,1,2,Akeal Hosein,Mavendra Dindyal,6,Six,No,Yes,No,No,,Akeal Hosein lands this on a good length on the stumps. Mavendra Dindyal clears the ropes for six in a tight chase. That gets the scoreboard moving.
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),1.1,1,1,Akeal Hosein,Mavendra Dindyal,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the stumps,  Mavendra Dindyal hangs in the crease,  tucks push toward the fielder at deep mid wicket,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),0.6,0,6,Sunil Narine,Glenn Phillips,0,no run,No,No,No,No,,"Sunil Narine lands it on a good length around off stump, and the batter defends safely to end a maiden opening over in the chase of 127."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),0.5,0,5,Sunil Narine,Glenn Phillips,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the stumps,  hangs in the crease,  plays defensive shot."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),0.4,0,4,Sunil Narine,Glenn Phillips,0,no run,No,No,No,No,,"Dot ball !! arm ball, good length,  on the stumps,  Glenn Phillips hangs in the crease and tucks defensive shot toward the fielder,  who halts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),0.3,0,3,Sunil Narine,Glenn Phillips,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the stumps,  hangs in the crease,  plays defensive shot to the short cover."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),0.2,0,2,Sunil Narine,Glenn Phillips,0,no run,No,No,No,No,,"Dot ball !! top spinner,  good length,  on the stumps,  Glenn Phillips hangs in the crease,  dabs push with soft hands toward short mid wicket,  but the fielder is quick to react,  thwarts the ball."
Guyana Amazon Warriors Inning GAW Inning 127/4 (18.4 ov),0.1,0,1,Sunil Narine,Glenn Phillips,0,no run,No,No,No,No,,"Dot ball !! off break ball,  good length,  on the stumps,  hangs in the crease,  plays push to the short mid wicket."
